text,target
"MrsGracePoole No but many psychotherapists *are* using Google and social media to add to assessment diagnosis ",positivo
"MrsGracePoole Thanks for your feedback I teach to multidisciplinary groups internationally so am always interested in what folks think ",positivo
"Very excited that the Aaron Swartz documentary is happening ",positivo
"Enjoyed teaching my 4 hour CE on Digital and Social Media Ethics to the staff of the UC Santa Cruz counseling center today Gr8 discussion ",positivo
"tammyhumeny Nicky_Abdinor Now Im thinking I should have tried to pack the Canadian and South African ethics codes into my presentation ",positivo
"SydneyTherapist that was super fun Thank you for inviting me to present with you ",positivo
"Reserve your seat for TOMORROWS webinar for all therapists who engage online SydneyTherapist drkkolmes ",positivo
"Helena_Wish drcherylarutt otherdrummer287 lovelacelady621 So glad you all liked that post I think it resonated for many ",positivo
"Bequeathing the Keys to Your Digital Afterlife Im fascinated by the issue of digital privacy access after death ",positivo
"Concerned for someone online Reach out But if you cant find them or dont know them look at this resource ",positivo
"Using Superpowers in Virtual Reality to Encourage Prosocial Behavior and way cool Open Source Journal W00t ",positivo
"lesposen Maybe I should just give my own testimonial Dr Kolmes is a Good Enough presenter I attend every presentation she gives ",positivo
"EFTdoc Thank you so much I heard some wonderful things recently from a colleague who consulted with you Hope to get to Core Skills soon ",positivo
"violetblue Thanks for the plug Putting it all together now and getting excited ",positivo
"griffglen Yes I believe people I work with find it reassuring to have a clear statement explaining the rationale ",positivo
"amcunningham Gosh thanks so much for the compliment and sharing my work Thanks to S_Amani VictoriaBetton for RT it ",positivo
"therapy4help Aww Belated thank you for that kind tweet ",positivo
"DrCorigliano Tell Jeff Younggren that I just waved hello to him via Twitter He teaches a great workshop Enjoy ",positivo
"Do you Skype with clients May want to read violetblues post Skype account hijack technique may affect all users ",positivo
"Reading the NY Times piece Happiness Inc Renters are happier than homeowners ",positivo
"Excited about BabyShrinks new book Lets Get This Potty Started NEW Potty Training book parenting Congrats ",positivo
"Will you use Googles Death Manager to let loved ones read your email when you die ",positivo
"Wow On the HS question I now have 8 emphatic nos 1 yes and 1 yes but greatly improved Are we so different or do we just want to be ",positivo
"WilloLovesYou You are also an inspiration And thank you for yxyy Very much looking forward ",positivo
"Fave part of Daniel Kahneman talk 4/2 was his idea that happiness research would improve if we asked peoples pals to rate their happiness ",positivo
"Internet porn means birds n bees talk comes earlier says expert via todayshow ",positivo
"mettensohn Thank you so much for attending Nice to meet you ",positivo
"PS Not asking about court orders or if it is discoverable but just whether the data on phone can be restored after a wipe ",positivo
"OhlhoffRecovery I wont be able to attend but happy to spread the word ",positivo
"Lets try his differently Paychotherapy clients what would it mean to you if your therapist said I love you How would you feel ",positivo
"Wisdom2conf Will you be uploading audio/video from breakout sessions There are some Id love to share (or catch up on) ",positivo
"From afar Identity Tapestry art piece at wisdom2conf ",positivo
"Moving art project at wisdom2conf where people use strands of yarn to encircle statements that are true for them ",positivo
"DrAaronB Sounds like youre doing great work your student discussion sounds great I know youve been thinking on this stuff for awhile ",positivo
"DrAaronB I think just having the issues introduced is extremely helpful and some people want to have a case-by-case approach ",positivo
"DrAaronB I think its fair to say we will discuss how this will impact your treatment and decide how to best proceed ",positivo
"DrAaronB it could be argued that they were not given appropriate consent as to how we conduct ourselves in important ways that affect them ",positivo
"mikedrobbins I want to tell you how powerful your presentation was both form content You were a wonderful speaker Highlight of my day ",positivo
"ayeletb great stuff about authenticity and its power in business and relationships with exercises to directly experience this in the room ",positivo
"Im grateful to have a job that entails hours of authentic engagement with people Without gadgets or interruptions wisdom2conf ",positivo
"Wisdom2conf how do you build trust on Twitter Be yourself ",positivo
"socworkpodcast thank you so much for sharing my work Im so glad you found it helpful ",positivo
"SueCDS practice makes perfect Or imperfect Close enough ",positivo
"The CDC just published their national report on intimate partner violence by sexual orientation ",positivo
"Promising Depression Therapy Have heard good things about this Would love to hear from those who have had it ",positivo
"Relax Youll Be More Productive I am learning to practice this instead of just preaching it ",positivo
"JosephLobdell Thanks for the plug I hope folks find that helpful ",positivo
"A Growing App Lets You See It Then You Dont There is real value in sharing moments that dont live forever ",positivo
"Mental Illness new Gun Law Reforms New Yorks reporting law invades treatment may prevent people from seeking care ",positivo
"Most Facebook Users Have Taken a Break From the Site Survey Finds Count me as one of those disenchanted with Fbook ",positivo
"Love in the Age of Data How one woman hacked her way to happily ever after Wonderfully geeky but sad findings ",positivo
"@ncsf has released their bdsm consent counts survey Interesting data from the kink community ",positivo
"Missy_Pichardo Yes she is brave and she is healing the word with her great research and speaking up about things she knows ",positivo
"DrPFox Thanks for sharing that ",positivo
"Guy Talk Why A Straight Man Like Me Cares About Transgender Rights via thefrisky ",positivo
"Facebook Activity may reflect mental health issues via lesposen ",positivo
"Successful and Schizophrenic by Elyn Saks one of my big heroes You can find the wellness within the illness <3 ",positivo
"When You Dont Do What You Meant To and Dont Know Why I intended to write an article but am tweeting this instead ",positivo
"j_hope6 Good point And how might it affect the therapy if the therapist is a lousy matchmaker Yeeks ",positivo
"lesposen But Informed Consent covers many things This article seems to focus on the possibility of an unsuccessful match transference ",positivo
"Please Take Away My Right to a Gun A powerful Op-Ed about fear guns depression and a plea to help keep people safe ",positivo
"On Productive Procrastination Something I know quite a bit about Comes with a link to a study on procrastination ",positivo
"Dear hcsm pals if you work for a hospital or university counseling center that has a Twitter/Facebook page can you share your link w/me ",positivo
"mindsight_tweet Library is a good idea I highly recommend this movie One of my favorites ",positivo
"Dear Internet Im trying to find Marilou Berrys film The First Time I Turned Twenty All time fave I saw it in 2006 Any help Need it ",positivo
"BabyBirdsFarm It was great to meet you today Thanks for coming I look forward to seeing what you do online ",positivo
"Jeanne Manford 92 Who Stood Up for Her Gay Son Inspiring Others Dies ",positivo
"San Diego Im in your city to teach Social Media Ethics tomorrow to Psychologists at UCSD Hope to see you there ",positivo
"MetaGrrrl There is always room for more awesome ",positivo
"blujay4534 No fight Just fun ",positivo
"MHWeekly Thank you so much for sharing my resources Happy new year ",positivo
"jkwilder Thats a good one Im going to pay attention to my therapy cliches this week and see how far I fall ",positivo
"Help fosteryouthfilm reach their fundraising goal LGBT youth fosteryouth ",positivo
"DorisCottonlpc Thanks Let me know if youd like to become an alpha tester So far its been useful feedback ",positivo
"MetaGrrrl fraying Thanks for thinking of me Id been thinking of something on this topic for a year or so and would love to talk further ",positivo
"WilloToons a supervisor with good boundaries would refer him to therapyü??not try to provide it ",positivo
"WilloToons every week same day same time (when it was airing) Youll enjoy supervision with Diane Weist but even she has no boundaries ",positivo
"WilloToons LMK what you think For me it was like a day at the office With no boundaries (bad) But I think its a good teaching tool ",positivo
"lesposen congratulations for yours too ",positivo
"jkwilder Yes give me your best psychotherapy cliches ",positivo
"BSSedgeley 3 Being very careful to know the difference between offering psychoeducation and professional advice (cont) ",positivo
"drmalvords post Power of Words Can Change Mental Health Stigma - ",positivo
"Im proud to be on Advisory Board of WithoutConsent doing good work w/ VogeleLaw ericajstone violetblue DanielSolove marciahofmann etc ",positivo
"Follow APAHelpCenter for great resources if you want tips on dealing with recent tragedies and other general mental health resources ",positivo
"GrandmaJanetA I find it fascinating how people respond to the news I can understand sharing it but still think off-Wall replies are best ",positivo
"Some APA resources for those with kids dealing with shootings in CT ",positivo
"Mental Health and the Internet peersorg Veronica drkkolmes discuss Internet relationships health ",positivo
"WilloToons Happy to see ReConnect become such a success You are inviting people to reconnect with their self-awareness and I love it ",positivo
"Thinking Clearly About Personality Disorders ",positivo
"Getting Better Alpha Launch ü?? FREE for First 50 Alpha Testers See how my product enhances your marketing to clients ",positivo
"Getting Better Alpha Launch ü?? FREE for First 50 Alpha Testers See how my product enhances your psychotherapy practice ",positivo
"If security wants your password Privacy for travelers with digital devices ",positivo
"How To Remove Yourself from People Search Websites via violetblue who just became BFF to psychotherapists everywhere ",positivo
"Readers Respond Password Hygiene and Headaches ",positivo
"lesposen I really like the Milller and Duncan stuff and use their questions in my practice ",positivo
"Getting Better Alpha Launch discount Get feedback on client satisfaction that you can use in your practice NOW ",positivo
"Red Cross is taking special steps to recruit new Disaster Mental Health volunteers for Sandy disaster relief Contact your local chapter ",positivo
"Now is the time to get in on the alpha launch rate for Getting Better my client feedback tool Find out more ",positivo
"therapytales Well my initial question was if money wasnt an issue how much and how often would you want therapy ",positivo
"therapytales Yes well my initial question was if money wasnt an issue how much and how often would you want therapy ",positivo
"Enjoying the live QA for the Telemental Health Summits participants now Learning a lot from the other faculty ",positivo
"therapytales what about people who meet 4-5x for analytic work ",positivo
"Noir_angele Spread apart or on two consecutive days Would that matter ",positivo
"WilloToons great to see you I am inspired by all you are doing and your Re-connect series sounded exceptional ",positivo
"2012 Trans Conference at Cal State Pomona Friday November 9 2012 Strengthening Transgender Health Resilience ",positivo
"Just got my ticket for 11/9 TEDxSF 7 Billion Well Re-Imagining Global Health Re-imagining Global Health ",positivo
"Wanna clear your head and learn to meditate Check out via WilloToons ",positivo
"brownawell Thank you Did you teach more people to tweet ",positivo
"Loving the power of Lana Wachowskis Visibility Award speech and her rejection of binary gender roles ",positivo
"A job depletes you A calling energizes you Find your meaning Chip Conley failcon ",positivo
"Up bright and early for FailCon Usually just waking up early = fail for me so this is progress ",positivo
"Thanks to StefanieStudios for video recording my presentation at the Womens Therapy Center today Hope to be able to share it soon ",positivo
"Teaching legal and ethical issues in social media in Berkeley today with Dr Taube my former grad school professor Yay ",positivo
"@bridgetwhitlow Thanks so much for coming and for tweeting us and catching this pic at the presentation It was so nice to meet you ",positivo
"I am swooning over our updated sfbayopenminds site So proud of our volunteers and organization bdsm altsex poly ",positivo
"EthicalAudit DrBillSchmitz Thanks for sharing link to my CE this weekend ",positivo
"soulsurvived Thank you for sharing my link ",positivo
"My life with schizophrenia - ",positivo
"Interested in attending October 22 in SF If you register with code Keely3 I can get a free pass Hope to see you there ",positivo
"docgresh Wonderful to finally meet you at Div42 conference ",positivo
"At a certain point I had to surrender to Div42 and stop tweeting But it was a wonderful conference with great sessions and connections ",positivo
"askdrstephanie how mindful did you want to be We are learning podcasting over here ",positivo
"Jeff Younggren president of division42 giving opening remarks for div42 Conference organizer Dr Deb Klingender got a standing ovation ",positivo
"Registration at div42 is a bit like summer camp for psychologists This is awesome I cant wait for color war division42 ",positivo
"charlieglickman Thanks for tweeting my article So glad you liked it ",positivo
"brownawell Yes Its in Professional Psychology Research and Practice doi 101037/a0028678 Right now just published online ",positivo
"DrJennyThomas Thank you so much for sharing my resources ",positivo
"Listening to Sex Dating and Privacy Online Post-Weinergate from sxsw12 Relevant to all but clinicians too ",positivo
"Rethinking Sleep Includes some interesting notes about segmented sleep which can actually be a fine habit for many ",positivo
"karatopz Ah one thing mental health professionals dont do is offer up diagnoses for people we havent assessed Its part of our ethics ",positivo
"SkoolPsychMo Congratulations Sounds like youre doing great work ",positivo
"What Psychologists Should Know About Disability - Three videos worth watching ",positivo
"DrPFox thanks for sharing that ",positivo
"Dear jerrybrowngov I support the SB1172 ban on gay conversion therapy for minors and I want you to sign it ",positivo
"doctor_jeff CARASresearch Yes good stuff ",positivo
"Check out WilloToons 5 week ReConnect program to get unstuck and find your magic ",positivo
"Oh Twitter Ive almost completely forgotten about you unplugged ",positivo
"Better Link Transmedia Storytelling presentation at APA2012 w/ hoggjl pamelarutledge SocialMediaPsyc drkkolmes ",positivo
"Just voted for SXSW session Connective Consciousness Influencer Back Channels ",positivo
"First SXSW session I love Life Lessons Super Heroes Teach us by Robin S Rosenberg PhD ",positivo
"Pynda0 My data is my subjective experience a shrinking list of outstanding items more joy General data from UCLA Memory/Aging Center ",positivo
"Dr_SharonJ yes It can take some stepping back and looking at if your habits are serving you Mine werent ",positivo
"What are you doing to merge mindfulness Internet Me checking email/socnet only 4x a day shutting down for at least 12 hours at night ",positivo
"SeattleDT Ive been modifying my Internet habits Doing blackouts after shut down for day at least 12 hours must pass before next login ",positivo
"APA Press Release on how psychotherapy is effective but under-utilized ",positivo
"All clinicians in private practice can learn get CE at division42 Fast Forward Conference October 5-6 in San Diego ",positivo
"Kickstarter campaign for Fringe On the Edges of the Mainstream Gay Community by Gayle Pitman LGBT poly bdsm etc ",positivo
"Headed now to 1200pm ü?? 150pm Symposium on Social Media in Long-term Care Settings Convention Center Room W304A APA2012 Join us ",positivo
"Tomorrow join us 1200pm ü?? 150pm Symposium on Social Media in Long-term Care Settings Convention Center Room W304A APA2012 ",positivo
"Find me at 5pm today at Division42s social hr 5-7pm in the Celebration 14/15 room [Peabody Hotel] APA2012 ",positivo
"iopsychology Thanks so much for coming I was so excited by the warm reception and interest ",positivo
"francescaelston Im lucky to have a proud and supportive mom ",positivo
"annmariebrok brownawell Nice to meet you ",positivo
"lesposen Thanks for the good wishes It went well Three more to go ",positivo
"lesposen question best addressed to chair Theodore R Burnes PhD MEd Although I think altsex conversations are starting to happen ",positivo
"Tomorrow 4pm APA2012 Sexpositivity Celebrating Sex Within LGBT Communities Convention Center Level III Room W307C ",positivo
"brownawell I saw you in there and tried to make eye contact Thanks for coming and tweeting ",positivo
"Julie_Hanks TherapyOnline JohnSovec LisaKiftTherapy emmakviglucci iCBT Fitbit Good Things and Cardiograph ",positivo
"ShawnFLucas StepmfamilyTalk anilkumardhar juelz3 Youre all very kind and thank you for the support Too much juggling this week ",positivo
"Best thing Ive heard all day No you dont need to send your slides in advance Enjoying a moment of relaxation ",positivo
"The WithoutConsent fundraiser tonight was a great success I learned a lot from the other presenters and made some great connections ",positivo
"My practice speaking updates for APA and the Division 42 Fast Forward Conference Keely Kolmes - ",positivo
"Hey yall check out TherapyOnlines web conference on Ethical Online Presence as a Mental Health Practitioner ",positivo
"TherapyOnline Awesome Thanks for keeping me in the loop ",positivo
"Dear Roy this is an excellent contribution to this discussion (and thank you Dr Roffer for bringing the ",positivo
"Batman Psychology Psychologist Robin Rosenberg PhD Addresses Batmans Mental Health Super cool ",positivo
"Does anyone know a well-known musician blogger writer or actor who has used online personals If so can you help me contact them Thnx ",positivo
"Check out Pinfluence The Complete Guide to Marketing Your Business by the lovely bethjhayden ",positivo
"I just registered for division42 Fast Forward Conference October 5-6 in San Diego You can too ",positivo
"AmritaBhar TherapyOnline much of my feelings on this are strong opinion Will be interesting to see how courts licensing boards rule ",positivo
"dr_wayne TherapyOnline ah thanks for clarification It will be fascinating to see how these issues develop All new territory for us ",positivo
"dr_wayne TherapyOnline kevinmd Id argue that we need to be cautious not so quickly discard our primary duty of confidentiality ",positivo
"dr_wayne TherapyOnline kevinmd There are some who say that this is a client acting inconsistent with an expectation of confidentiality ",positivo
"cmspatazza Thanks for sharing that ",positivo
"Announcing Speaker Panel Fundraiser for Without My Consent | July 18 2012 in SF | Center for Internet and Society ",positivo
"TKSaville Thanks Im pleased to see the growth weve made ",positivo
"The blog has just published a book Best of Ask a Bipolar bipolar ",positivo
"Open Minds the group I founded was featured in the Good Vibrations newsletter altsex poly kink psychotherapy ",positivo
"Texting While Walking Definitely becoming a needed tutorial ",positivo
"Find out more about Without My Consent at ",positivo
"As an Advisory Board member of WithoutConsent Id like to invite you all to our fundraiser on July 18th in SF ",positivo
"Headed to Palo Alto for my 1pm training on Digital and Social Media Ethics for psychotherapists Are you joining us ",positivo
"Youre welcome Ofer I think its a really interesting question I think the Zur Institute is in a great position ",positivo
"_sh_ann_on_ Thank you This is a very big deal to me Im proud of this piece and cant wait to share it ",positivo
"Check out Dr Eric Jannazzos awesome new blog post inspired by the Alpert Times piece On Longer-Term Therapy ",positivo
"Dont miss the Therapist Leadership Virtual Conference May 14-25 2012 Great program great speakers ",positivo
"CDC has posed their guide to social media for healthcare providers Useful tutorial for providers ",positivo
"Is Quick Therapy the Best Therapy Reader responses to the Alpert article ",positivo
"Dear SF Bay Area has a brand new website Hooray LGBTQ Psychotherapy Association Referrals networking and more ",positivo
"Dr Linda Sapadin was inspired by the Jonathan Alpert NY Times piece to write this nice post on what psychotherapy is ",positivo
"Revealed test that tells if you are a workaholic A good self-review for those who are bound to the job by tech ",positivo
"both for treatment clinician style and various approaches to different issues A good match is key ",positivo
"I think this opinion piece makes me think again how much psychotherapy clients need to know what their options are ",positivo
"For some people ongoing treatment is the right choice Others come to address something more specific brief ",positivo
"In Therapy Forever For me this article highlights the importance of good matching between clients/providers ",positivo
"KingPking18 RT means re-tweet or basically forwarding someone elses tweet along to your followers ",positivo
"caseytruffo Meet Dr Keely Kolmes drkkolmes - Speaker at TLC2012 - forward to it ",positivo
"bellapsyd BabyShrink thank you so much for attending It was great to have so many folks show up and ask good questions ",positivo
"At the telemental health session at cpa2012 Very excited to see Michael Donner Ofer Zur and Jeff Younggren ",positivo
"Im very excited to be joining caseytruffo and some of my other esteemed colleagues at May 14th - 25th ",positivo
"Just got my copy Get Lucky How to Put Planned Serendipity to Work for You and Your Business by tempo and monstro ",positivo
"eturnerPhD babyshrink Yes we will only allow people to post reputation enhancing tweets. ",positivo
"lesposen Well we cannot control what our clients post Clients may tell their friends they like us as a therapist or blog about us (cont) ",positivo
"lesposen I think we all have our triggers that make us unfollow folks I dont mind self-promotion if the person also promotes others ",positivo
"lesposen this is *quite* different from a professional colleague posting voluntarily that they like our resource and our sharing that ",positivo
"Check out Becoming Me Eight families with trans children ranging in ages from 5 to 25 share their stories ",positivo
"Back from Got_Anxiety where I was fortunate to present and learn from the best of the best Thanks for inviting me ",positivo
"Julie_Hanks Thank you I had a fantastic photo shoot with robinandersen who did an amazing job I highly recommend her ",positivo
"lesposen Looks like something for me to look into for future media updates on my site Thanks ",positivo
"Want to hear some of my presentations Ive added some clips of my speaking events on this page ",positivo
"DrAaronB thanks so much Im glad youve found and like my work ",positivo
"Please take my survey on types of information most useful to psychotherapy clients when looking at online reviews ",positivo
"kehindeodeyemi Not aware of any research on that topic offhand but I bet you could do a lit search and find some interesting material ",positivo
"Tonights NYSPA webinar on Tweeting Blogging Branding has sold out all 100 slots But good news Weee recording it More details soon ",positivo
"Setting up my Tivo to catch CouplesTherapy with DrJennBerman on Wednesday March 21st at 9/8C on VH1 Will others watch with me ",positivo
"JohnPugh patientslikeme Maybe a good step I need to look more at patientslikeme ",positivo
"You can find my survey on types of information most useful to psychotherapy clients when looking at online reviews ",positivo
"Made it to Designing Positive Daily AddictionsJam packed room sxsw Tom Noland sharing lots of cool tools to make health fun ",positivo
"APA survey finds feeling valued at work linked to well-being and performance phwp PHWP_online ",positivo
"brownawell DrDavidBallard wait I want you two on my panel if youre here But its a good idea ",positivo
"doctor_jeff yes but to be fair its a new account ",positivo
"zephoria ps please just dont do it at 330 tomorrow during my session. ",positivo
"zephoria would love to hear more about your thoughts on online anonymity Your name came up at Cindy Cohn Vogelelaw session today ",positivo
"Back of card in case you remember faces better than names ",positivo
"There is a measure of arrogance in deciding for people that they must use real names --Cohn sxsw ",positivo
"Cindy Cohn making argument that anonymity can actually make you safer when expressing challenging speech sxsw ",positivo
"ESpringerMFT yep But if cash paying we just dont know ",positivo
"mityquinne the topic came up that its hard to verify ID with online clients but few of us offline therapists actually verify client info ",positivo
"Interesting questions about what is therapy And can you do therapy with someone whose identity you cannot verify nakedtx sxsw ",positivo
"Living in NYC can apparently lead to inspirational business ideas nakedtx sxsw ",positivo
"psychotherapi go to All sxsw attendees get 50 free cards which is great if you can make a 3 hour pickup window ",positivo
"imf MrAlanCooper Zisk nice to see you all on the plane Hope to seer more of you this week ",positivo
"TherapyOnline tiltmag No deadline at the moment Would love to have you share it if you can I hope to get at least 150 responses ",positivo
"Julie_Hanks Thanks Your Online Therapy Naked is definitely on my schedule ",positivo
"Dont miss tempo at TEDx Bay Area on March 22 How to Make Serendipity Work For You and Your Business Check him out ",positivo
"quirkyrosa It can be I also think that as I become a better couples therapist Im better at slowing things way down in the interaction ",positivo
"imtboo Thanks for the RT dear one ",positivo
"Please Take a Brief Survey About Online Reviews of Psychotherapists by drkkolmes (and please RT) ",positivo
"Watching the pilot of Awake and wondering why the two psychologists arent consulting with one another ",positivo
"Must I Un-Friend Facebook Exploring the Ethics of Social Media by Lisa Kays MSW ",positivo
"RebeccaPuhl So nice to hear that Tell me more about TRMA585 It sounds like an interesting class ",positivo
"DrDavidBallard Thanks for sharing my policy ",positivo
"mackenzian Twitter doesnt seem to be letting me tweet the full url But the direct link to survey monkey was all I had ",positivo
"Palo Alto University has a survey on Diversity and Aging Study Sexual Orientation Ethnicity Must be 45 or older ",positivo
"Interesting NY Times discussion/debate on choosing to live alone ",positivo
"JackApfel nice to meet you here Glad to be found ",positivo
"TMI: I Dont Want to Know Such a wonderfully witty and true essay on the realities of our cyber social lives ",positivo
"Cracking Teenagers Online Codes Nice piece on danah boyds work ",positivo
"Did you know there were disgustologists They must have icky disgussions Researchers who study disgust ",positivo
"Please help therapists learn more about working with LGBTQ couples ",positivo
"Now reading How to Become an Effective CEO Chief Emotions Officer ",positivo
"imtboo Getdown2busines and hospiceMTBC thanks for sharing my tweet re Saturdays course ",positivo
"Are you a psychotherapist intern or trainee Please consider participating in a study on supervision and training at ",positivo
"Dear_Clover thank you do much for sharing my post ",positivo
"DrAaronB I love your Policy and how you framed it Thanks so much for mentioning mine as your model and Im glad it was helpful ",positivo
"wherethclientis thanks for RT my blog post on Mental Health for Geeks ",positivo
"So excited that the division42 video on talking to a psychologist racked up so many views over the holidays ",positivo
"chanvillelcsw Thanks for the FF Happy new year and hope to see you in 2012 ",positivo
"Mental Health For Geeks inspired by violetblues post on Techs Relationship with Depression Suicide Aspergers ",positivo
"Navigating Love and Austism Interesting read about challenges of relationships with aspergers provides resources ",positivo
"Loving the new division42 Youtube video on how talking to a psychologist can help ",positivo
"OpenSFConf Please keep me posted Id love to promote this to mental health professionals who want to learn to work w/poly folks ",positivo
"acordovaphd Thank you so much for attending Welcome to Twitter ",positivo
"OpenSFConf Will you be able to provide Continuing Education units to mental health professionals who attend this conference ",positivo
"Im also super excited to hear Michael Donner Ofer Zur and Jeffrey Younggren talk about telepsychology Wish it were April already ",positivo
"Special Report CIA Calls Facebook Reason We Invented the Internet Oh how I love the Onion News humor ",positivo
"Patient sues dentist over gag order Medical Justice backtracks Dont limit patients right to free speech ",positivo
"Do you know about research about decisions or regrets about unfulfilled choices when making decisions If so please contact Ugolz ",positivo
"FTC Settles Privacy Issue with Facebook Company is required to regular privacy audits over the next 20 years ",positivo
"The Science of Sarcasm Yeah Right Interesting research by people who have nothing better to do ",positivo
"Are you a psychotherapist intern or trainee Please consider participating in a study on supervision and training at ",positivo
"odysseanlabs Thanks for sharing that ",positivo
"DrDavidBallard Dont think you have me fooled just by changing your photo back to un-spooky. ",positivo
"This week streptococcus wins ",positivo
"ISO a kink-aware mental health professional in New Orleans Anyone have any contacts they can share w/me Please email me if you do ",positivo
"Memoir About Schizophrenia Spurs Others to Come Forward Hearing Elyn Saks speak at APA10 was moving inspiring to me ",positivo
"DrDavidBallard Thanks so much for sharing my policy Can you give me link to your webinar ",positivo
"SusanGiurleo TherapyOnline thank you so much for sharing my program for NYSPA Sadly it has been postponed for the spring ",positivo
"Very excited that BabyShrink and I will be presenting at CPA on April 21 on ethically managing your online reputation as a psychologist ",positivo
"BethGC girlscircle BoysCouncil1 You are very welcome Thank you for your service to trans youth ",positivo
"You love your iPhone Literally Neuroimaging suggests feelings of love vs the experience of addiction to tech ",positivo
"goarmybrotha Good luck with your studies ",positivo
"alicetiara Im loving seeing all the great work you are doing ",positivo
"Reading now Have you Seen a Therapist Yourself Dr Reidbords lovely post about what this question can reveal about a clients feelings ",positivo
"Are you a mental health professional who hasnt yet created a professional will Check out Dr Ann Steiners resources ",positivo
"Dear Facebook I have a presentation created last month on adjusting your privacy settings Today it is obsolete Why ",positivo
"kdashtban How exciting I hear Dr Steiners Creating a Professional Will for your Practice workshop is fantastic Nice to meet you ",positivo
"Browsing the powerful Stirrups and Stories site Reclaiming the OB/GYN Patient Experience through Imagery and Words ",positivo
"askdrstephanie Why thank you Its good to be back Ive been busy ",positivo
"Do you really have a sexual fetish Annaleen on the history of cultural development of paraphilias dsm ",positivo
"Cant help but wonder if there will ever be government regulations controlling what parents can and cant share about their children online ",positivo
"Very much looking forward to seeing Twitter discussion group anyone ",positivo
"Check out alimattus great post on introducing new media to psychologists Great info on online reputation ",positivo
"grapealope thank you so much for swmega livetweets Good stuff ",positivo
"LisaKaysMSW Thanks so much and I hope the class does well Your students are also welcome to ask me questions on Twitter (or via email) ",positivo
"akroundtree Youre very welcome I hope we are both there It would be great to meet you ",positivo
"And after 2 weeks offline I probably missed your SXSW announcement If youre presenting please let me know ASAP ",positivo
"Please vote for our SXSW session on online reviews of health services Dr Segal of Medical Justice now joining us ",positivo
"FTC Settles With W3 Innovations on Privacy Charges ",positivo
"shannerty I think a lot of professionals just are new and dont quite understand it yet ",positivo
"hermitsholiday Well Some of us do ",positivo
"I am determined to teach mental health professionals to use social media to actually connect engage vs using it as a one-way broadcast ",positivo
"lesposen Thank you so much for coming up and saying hello It was great to meet you an hope you had a good trip back home ",positivo
"DrOEasterly thank you so much Id look forward to your feedback when you complete the course ",positivo
"Teaching Kids How to Break Up Nicely internet facebook digital_culture ",positivo
"GregWilson12312 Great to meet you and also great to meet LuanaBossolo What a great APA2011 ",positivo
"It was an honor to receive the Best Article of the year award from div42 apa2011 Also a pleasure to see so many of you tweeters there ",positivo
"Meet me division42 Mentors at Free Mentor Lunch with Master Psychologists Friday 12-2pm Grand Hyatt Penn Qtr A Room div42 APA2011 ",positivo
"Heading to APA11 Join me and some other Telehealth folks like telepsychology at our Cocktail Hour 8/5/11 at 6-8pm ",positivo
"The Truth About Cats and Dogs Yes pets are good for your mental health ",positivo
"SydneyTherapist So are you creating work circles that get only professional content and then friend circles for friend only content ",positivo
"Inam_Majid I leave all medication advice (herbal or otherwise) to those with expertise who are licensed to make those recommendations ",positivo
"Goodtherapyorg Responds Thoughtfully to Complaints About Contest via AddThis cc TherapyOnline KateAnthony ",positivo
"Thinking how rich it is to be a psychologist on Twitter today So many of us sharing great information and collaborating I am grateful ",positivo
"Please take 2 minute survey on words people associate with seeking mental health care Need non-therapists to take it ",positivo
"Married With Infidelities NY Times Magazine piece on Dan Savages views on polyamory ",positivo
"DrKathleenYoung I like your tweaks--especially the knowingly in regard to following clients ",positivo
"DrKathleenYoung LisaKiftTherapy Thanks for sharing our findings Interesting stuff ",positivo
"Animal_lover00 Absolutely I think everyone in our session agreed that they have experienced these changes too ",positivo
"Still thinking of all of the questions and ideas generated by osfof yesterday Thank you to arielwaldman for pulling us all together ",positivo
"Businesses are better at broadcasting on social media than interacting on social media Cultural learning curve osfof ",positivo
"At the Future of Attention session at osfof Really interesting mix of people/ideas so far How is the brain changing ",positivo
"Expert on Mental Illness Reveals Her Own Fight Go DrMarshaLinehan Powerful way to decrease stigma ",positivo
"Web users have better social lives internet social ",positivo
"bostondbtgroups I was too absorbed to tweet But I highly recommend Barnett Walfishs book Financial Success in Mental Health Practice ",positivo
"Enjoying the ABPP summer institute in SF where Im getting to see Dr Jeffrey Barnett teach on the Ethical Entrepreneur ",positivo
"JoyKuebler I think it depends upon the definitions agreements of all participants (& their partners) A flat definition cant be imposed ",positivo
"violetblue charlieglickman Yes thanks Its nice to actually agree with myself three years later ",positivo
"Do you care about LGBT foster youth Check out MostUnwantedAMU is creating positive images of foster youth ",positivo
"Just a couple days left to participate in research on finding mentalhealth therapists info on the Internet ",positivo
"Thank you to all the geek/academic/testing research angels of twitter Very much appreciated ",positivo
"Need just another 30 people to participate in research on clients finding psychotherapists info on the Internet ",positivo
"NateOsit Ah well its good to keep hope alive ",positivo
"Congratulations to the ever-deserving ForwardPsych for receiving APA Division 55s Outstanding Service Award ",positivo
"Video series on best practices for providers serving LGBTQ youth who are homeless ",positivo
"DocForeman LindsayDianne DrAndreaBonior Very nice (I really love Storify) ",positivo
"lisanave Would love to see you at one of my trainings I update my list here ",positivo
"Self Care for Mental Health Professionals | Private Practice from the Inside Out via TamaraSuttle DorleeM ",positivo
